agencyName,continentName,countryName,dateUSGSignature,emergencyTypeName,regionName,totalAmountApproved,year,projectsectors,CIRV - Prev,CIRV - Inc
World Food Programme,Africa,Angola,2018-09-18,Displacement,Middle Africa,900003,2018,Food Assistance,"31,3","0,01"
Food and Agriculture Organization,Africa,Central African Republic,2018-09-26,Displacement,Middle Africa,799842,2018,Agriculture,"64,2","-0,01"
International Organization for Migration,Africa,Central African Republic,2018-10-09,Displacement,Middle Africa,589840,2018,Camp Coordination and Camp Management; Shelter and Non-Food Items,"64,2","-0,01"
United Nations Population Fund,Africa,Central African Republic,2018-09-21,Displacement,Middle Africa,847836,2018,Protection,"64,2","-0,01"
United Nations High Commissioner for Refugees,Africa,Central African Republic,2018-09-18,Displacement,Middle Africa,1149979,2018,Camp Coordination and Camp Management,"64,2","-0,01"
United Nations Children’s Fund,Africa,Central African Republic,2018-09-18,Displacement,Middle Africa,600929,2018,Education,"64,2","-0,01"
United Nations Children’s Fund,Africa,Central African Republic,2018-09-18,Displacement,Middle Africa,1013510,2018,Nutrition,"64,2","-0,01"
United Nations Children’s Fund,Africa,Central African Republic,2018-09-18,Displacement,Middle Africa,1500322,2018,Water; Sanitation and Hygiene,"64,2","-0,01"
World Food Programme,Africa,Central African Republic,2018-09-18,Displacement,Middle Africa,2498676,2018,Food Assistance,"64,2","-0,01"
World Food Programme,Africa,Central African Republic,2018-09-21,Displacement,Middle Africa,381090,2018,Nutrition,"64,2","-0,01"
World Health Organization,Africa,Central African Republic,2018-09-18,Displacement,Middle Africa,550134,2018,Health,"64,2","-0,01"
World Food Programme,Africa,Burundi,2018-09-21,Displacement,Eastern Africa,1099518,2018,Food Assistance,"41,4","-0,07"
United Nations High Commissioner for Refugees,Africa,Burundi,2018-09-21,Displacement,Eastern Africa,1540005,2018,Multi-Sector Refugee Assistance,"41,4","-0,07"
Food and Agriculture Organization,Africa,Burundi,2018-09-21,Displacement,Eastern Africa,360000,2018,Agriculture,"41,4","-0,07"
International Organization for Migration,Africa,Burundi,2018-10-02,Displacement,Eastern Africa,900001,2018,Shelter and Non-Food Items,"41,4","-0,07"
United Nations Population Fund,Africa,Burundi,2018-09-25,Displacement,Eastern Africa,399951,2018,Protection,"41,4","-0,07"
United Nations Children’s Fund,Africa,Burundi,2018-09-21,Displacement,Eastern Africa,699821,2018,Water; Sanitation and Hygiene,"41,4","-0,07"
World Food Programme,Asia,Bangladesh,2018-09-25,Displacement,Southern Asia,4750011,2018,Food Assistance,"49,2","-0,16"
United Nations Children’s Fund,Asia,Bangladesh,2018-09-25,Displacement,Southern Asia,749997,2018,Nutrition,"49,2","-0,16"
International Organization for Migration,Asia,Bangladesh,2018-10-08,Displacement,Southern Asia,1600000,2018,Health,"49,2","-0,16"
United Nations Entity for Gender Equality and the Empowerment of Women,Asia,Bangladesh,2018-10-08,Displacement,Southern Asia,199897,2018,Health,"49,2","-0,16"
United Nations Population Fund,Asia,Bangladesh,2018-10-08,Displacement,Southern Asia,999959,2018,Health,"49,2","-0,16"
United Nations Children’s Fund,Asia,Bangladesh,2018-10-08,Displacement,Southern Asia,1500000,2018,Health,"49,2","-0,16"
World Health Organization,Asia,Bangladesh,2018-10-08,Displacement,Southern Asia,1500001,2018,Health,"49,2","-0,16"
United Nations High Commissioner for Refugees,Asia,Bangladesh,2018-09-25,Displacement,Southern Asia,2902556,2018,Multi-Sector Refugee Assistance,"49,2","-0,16"
United Nations Children’s Fund,Asia,Bangladesh,2018-09-25,Displacement,Southern Asia,2500094,2018,Water; Sanitation and Hygiene,"49,2","-0,16"
International Organization for Migration,Asia,Bangladesh,2018-09-25,Displacement,Southern Asia,1300000,2018,Water; Sanitation and Hygiene,"49,2","-0,16"
United Nations Population Fund,Africa,Rwanda,2018-09-25,Displacement,Eastern Africa,125067,2018,Health,"42,8","-0,19"
United Nations High Commissioner for Refugees,Africa,Rwanda,2018-09-25,Displacement,Eastern Africa,675000,2018,Multi-Sector Refugee Assistance,"42,8","-0,19"
World Food Programme,Africa,Rwanda,2018-09-25,Displacement,Eastern Africa,2200000,2018,Food Assistance,"42,8","-0,19"
World Food Programme,Africa,Republic of Congo,2018-10-09,Displacement,Middle Africa,700001,2018,Nutrition,"10,9","-0,34"
United Nations Development Programme,Africa,Republic of Congo,2018-10-09,Displacement,Middle Africa,452123,2018,Agriculture,"10,9","-0,34"
United Nations Children’s Fund,Africa,Republic of Congo,2018-10-09,Displacement,Middle Africa,699713,2018,Health,"10,9","-0,34"
United Nations High Commissioner for Refugees,Africa,Republic of Congo,2018-10-09,Displacement,Middle Africa,899972,2018,Multi-Sector Refugee Assistance,"10,9","-0,34"
United Nations Population Fund,Africa,Republic of Congo,2018-10-02,Displacement,Middle Africa,288007,2018,Health,"10,9","-0,34"
World Health Organization,Africa,Republic of Congo,2018-10-09,Displacement,Middle Africa,487067,2018,Health,"10,9","-0,34"
Food and Agriculture Organization,Africa,Republic of Congo,2018-10-10,Displacement,Middle Africa,449999,2018,Agriculture,"10,9","-0,34"
International Organization for Migration,Africa,Republic of the Sudan,2018-10-09,Post-conflict Needs,Northern Africa,600000,2018,Water; Sanitation and Hygiene,"10,9","-0,34"
United Nations High Commissioner for Refugees,Africa,Republic of the Sudan,2018-10-10,Post-conflict Needs,Northern Africa,2749050,2018,Multi-Sector Refugee Assistance,"10,9","-0,34"
United Nations Children’s Fund,Africa,Republic of the Sudan,2018-10-15,Post-conflict Needs,Northern Africa,3920000,2018,Nutrition,"10,9","-0,34"
United Nations Children’s Fund,Africa,Republic of the Sudan,2018-10-09,Post-conflict Needs,Northern Africa,962378,2018,Education,"10,9","-0,34"
United Nations Children’s Fund,Africa,Republic of the Sudan,2018-10-08,Post-conflict Needs,Northern Africa,1400000,2018,Water; Sanitation and Hygiene,"10,9","-0,34"
World Food Programme,Africa,Republic of the Sudan,2018-10-11,Post-conflict Needs,Northern Africa,6350748,2018,Food Assistance,"10,9","-0,34"
World Health Organization,Africa,Republic of the Sudan,2018-10-09,Post-conflict Needs,Northern Africa,2575700,2018,Health,"10,9","-0,34"
Food and Agriculture Organization,Africa,Republic of the Sudan,2018-10-04,Post-conflict Needs,Northern Africa,1440000,2018,Agriculture,"10,9","-0,34"
Food and Agriculture Organization,Africa,Libya,2018-10-11,Displacement,Northern Africa,250000,2018,Agriculture,"57,4","-0,04"
International Organization for Migration,Africa,Libya,2018-10-22,Displacement,Northern Africa,500020,2018,Health,"57,4","-0,04"
World Food Programme,Africa,Libya,2018-10-15,Displacement,Northern Africa,850167,2018,Common Services; Common Services,"57,4","-0,04"
United Nations Population Fund,Africa,Libya,2018-10-18,Displacement,Northern Africa,1149999,2018,Protection; Health,"57,4","-0,04"
United Nations High Commissioner for Refugees,Africa,Libya,2018-10-11,Displacement,Northern Africa,1200000,2018,Protection,"57,4","-0,04"
United Nations Children’s Fund,Africa,Libya,2018-10-18,Displacement,Northern Africa,549247,2018,Health,"57,4","-0,04"
United Nations Office for Project Services,Africa,Libya,2018-10-22,Displacement,Northern Africa,800000,2018,Protection,"57,4","-0,04"
United Nations Children’s Fund,Africa,Libya,2018-10-15,Displacement,Northern Africa,499910,2018,Water; Sanitation and Hygiene,"57,4","-0,04"
World Food Programme,Africa,Libya,2018-10-23,Displacement,Northern Africa,1355986,2018,Food Assistance,"57,4","-0,04"
World Health Organization,Africa,Libya,2018-10-11,Displacement,Northern Africa,950001,2018,Health,"57,4","-0,04"
United Nations Children’s Fund,Asia,Democratic People's Republic of Korea,2018-10-23,Multiple Emergencies,Eastern Asia,1524971,2018,Health,"18,3","0,11"
United Nations Children’s Fund,Asia,Democratic People's Republic of Korea,2018-10-23,Multiple Emergencies,Eastern Asia,1154949,2018,Nutrition,"18,3","0,11"
United Nations Children’s Fund,Asia,Democratic People's Republic of Korea,2018-10-23,Multiple Emergencies,Eastern Asia,600361,2018,Water; Sanitation and Hygiene,"18,3","0,11"
World Food Programme,Asia,Democratic People's Republic of Korea,2018-10-22,Multiple Emergencies,Eastern Asia,2745000,2018,Nutrition,"18,3","0,11"
World Health Organization,Asia,Democratic People's Republic of Korea,2018-10-22,Multiple Emergencies,Eastern Asia,3478487,2018,Health,"18,3","0,11"
Food and Agriculture Organization,Asia,Democratic People's Republic of Korea,2018-10-22,Multiple Emergencies,Eastern Asia,500000,2018,Agriculture,"18,3","0,11"
United Nations Children’s Fund,Africa,Madagascar,2019-02-21,Multiple Emergencies,Eastern Africa,856144,2019,Health,"36,6","-0,03"
World Health Organization,Africa,Madagascar,2019-02-26,Multiple Emergencies,Eastern Africa,368856,2019,Health,"36,6","-0,03"
Food and Agriculture Organization,Africa,Madagascar,2019-03-08,Multiple Emergencies,Eastern Africa,1449142,2019,Agriculture,"36,6","-0,03"
United Nations Population Fund,Africa,Madagascar,2019-03-08,Multiple Emergencies,Eastern Africa,175000,2019,Health,"36,6","-0,03"
United Nations Children’s Fund,Africa,Madagascar,2019-03-08,Multiple Emergencies,Eastern Africa,399965,2019,Nutrition; Water; Sanitation and Hygiene,"36,6","-0,03"
World Food Programme,Africa,Madagascar,2019-03-08,Multiple Emergencies,Eastern Africa,1649812,2019,Food Assistance; Nutrition,"36,6","-0,03"
United Nations Development Programme,Africa,Madagascar,2019-03-12,Multiple Emergencies,Eastern Africa,100000,2019,Multi-Purpose Cash,"36,6","-0,03"
Food and Agriculture Organization,Europe,Ukraine,2019-04-20,Post-conflict Needs,Eastern Europe,557963,2019,Agriculture,"44,3","-0,23"
International Organization for Migration,Europe,Ukraine,2019-04-10,Post-conflict Needs,Eastern Europe,1116000,2019,Shelter and Non-Food Items; Water; Sanitation and Hygiene; Agriculture,"44,3","-0,23"
Office of the High Commissioner for Human Rights,Europe,Ukraine,2019-05-03,Post-conflict Needs,Eastern Europe,414346,2019,Protection,"44,3","-0,23"
United Nations Population Fund,Europe,Ukraine,2019-05-01,Post-conflict Needs,Eastern Europe,642646,2019,Health,"44,3","-0,23"
United Nations High Commissioner for Refugees,Europe,Ukraine,2019-04-20,Post-conflict Needs,Eastern Europe,928181,2019,Protection; Shelter and Non-Food Items,"44,3","-0,23"
United Nations Children’s Fund,Europe,Ukraine,2019-04-11,Post-conflict Needs,Eastern Europe,1415169,2019,Education; Health; Protection; Water; Sanitation and Hygiene,"44,3","-0,23"
World Health Organization,Europe,Ukraine,2019-05-03,Post-conflict Needs,Eastern Europe,928760,2019,Health,"44,3","-0,23"
Food and Agriculture Organization,Africa,Chad,2019-04-11,Multiple Emergencies,Middle Africa,500000,2019,Agriculture,"51,6","0,02"
World Health Organization,Africa,Chad,2019-04-08,Multiple Emergencies,Middle Africa,200181,2019,Health,"51,6","0,02"
United Nations Population Fund,Africa,Chad,2019-04-08,Multiple Emergencies,Middle Africa,692528,2019,Protection,"51,6","0,02"
United Nations High Commissioner for Refugees,Africa,Chad,2019-04-08,Multiple Emergencies,Middle Africa,2000500,2019,Multi-Sector Refugee Assistance,"51,6","0,02"
United Nations Children’s Fund,Africa,Chad,2019-04-11,Multiple Emergencies,Middle Africa,2229165,2019,Nutrition; Water; Sanitation and Hygiene,"51,6","0,02"
World Food Programme,Africa,Chad,2019-04-09,Multiple Emergencies,Middle Africa,3957000,2019,Agriculture; Food Assistance; Nutrition,"51,6","0,02"
World Food Programme,Africa,Chad,2019-04-08,Multiple Emergencies,Middle Africa,999866,2019,Common Services,"51,6","0,02"
United Nations Children’s Fund,Africa,Chad,2019-04-08,Multiple Emergencies,Middle Africa,250000,2019,Protection,"51,6","0,02"
United Nations High Commissioner for Refugees,Africa,Chad,2019-04-08,Multiple Emergencies,Middle Africa,150073,2019,Multi-Sector Refugee Assistance,"51,6","0,02"
Food and Agriculture Organization,Americas,Honduras,2019-04-17,Drought,Latin America and the Caribbean,749994,2019,Agriculture,"34,1","-0,11"
United Nations Children’s Fund,Americas,Honduras,2019-04-17,Drought,Latin America and the Caribbean,440000,2019,Water; Sanitation and Hygiene,"34,1","-0,11"
World Food Programme,Americas,Honduras,2019-04-17,Drought,Latin America and the Caribbean,1809930,2019,Food Assistance,"34,1","-0,11"
Food and Agriculture Organization,Americas,Colombia,2019-04-17,Multiple Emergencies,Latin America and the Caribbean,758967,2019,Agriculture,"43,7","-0,02"
United Nations Population Fund,Americas,Colombia,2019-04-17,Multiple Emergencies,Latin America and the Caribbean,1000000,2019,Protection; Health,"43,7","-0,02"
United Nations High Commissioner for Refugees,Americas,Colombia,2019-04-16,Multiple Emergencies,Latin America and the Caribbean,699915,2019,Protection,"43,7","-0,02"
United Nations Children’s Fund,Americas,Colombia,2019-04-20,Multiple Emergencies,Latin America and the Caribbean,903477,2019,Education,"43,7","-0,02"
United Nations Children’s Fund,Americas,Colombia,2019-04-20,Multiple Emergencies,Latin America and the Caribbean,1200000,2019,Water; Sanitation and Hygiene,"43,7","-0,02"
United Nations Office for Project Services,Americas,Colombia,2019-04-16,Multiple Emergencies,Latin America and the Caribbean,800131,2019,Protection,"43,7","-0,02"
World Food Programme,Americas,Colombia,2019-04-20,Multiple Emergencies,Latin America and the Caribbean,742038,2019,Food Assistance,"43,7","-0,02"
World Health Organization,Americas,Colombia,2019-04-20,Multiple Emergencies,Latin America and the Caribbean,887317,2019,Health,"43,7","-0,02"
United Nations Entity for Gender Equality and the Empowerment of Women,Americas,Colombia,2019-04-20,Multiple Emergencies,Latin America and the Caribbean,600000,2019,Protection,"43,7","-0,02"
United Nations Children’s Fund,Americas,Colombia,2019-04-20,Multiple Emergencies,Latin America and the Caribbean,400000,2019,Health,"43,7","-0,02"
United Nations Children’s Fund,Americas,Haiti,2019-04-30,Cholera,Latin America and the Caribbean,3400714,2019,Water; Sanitation and Hygiene,"40,6","0,21"
World Health Organization,Americas,Haiti,2019-04-16,Cholera,Latin America and the Caribbean,1617652,2019,Health,"40,6","0,21"
United Nations High Commissioner for Refugees,Africa,Democratic Republic of the Congo,2019-04-20,Multiple Emergencies,Middle Africa,1073052,2019,Protection,"18,3","0,01"
United Nations Children’s Fund,Africa,Democratic Republic of the Congo,2019-04-12,Multiple Emergencies,Middle Africa,834013,2019,Protection,"18,3","0,01"
United Nations Office for Project Services,Africa,Democratic Republic of the Congo,2019-04-17,Multiple Emergencies,Middle Africa,398807,2019,Protection,"18,3","0,01"
World Food Programme,Africa,Democratic Republic of the Congo,2019-04-12,Multiple Emergencies,Middle Africa,3386575,2019,Food Assistance,"18,3","0,01"
Food and Agriculture Organization,Africa,Democratic Republic of the Congo,2019-04-20,Multiple Emergencies,Middle Africa,1861912,2019,Agriculture,"18,3","0,01"
United Nations Children’s Fund,Africa,Democratic Republic of the Congo,2019-04-15,Multiple Emergencies,Middle Africa,4075672,2019,Nutrition,"18,3","0,01"
World Health Organization,Africa,Democratic Republic of the Congo,2019-04-30,Multiple Emergencies,Middle Africa,1153302,2019,Health,"18,3","0,01"
United Nations Population Fund,Africa,Democratic Republic of the Congo,2019-04-20,Multiple Emergencies,Middle Africa,7158021,2019,Protection; Health,"18,3","0,01"
United Nations Children’s Fund,Africa,Democratic Republic of the Congo,2019-04-20,Multiple Emergencies,Middle Africa,4550968,2019,Education,"18,3","0,01"
United Nations Children’s Fund,Africa,Democratic Republic of the Congo,2019-04-12,Multiple Emergencies,Middle Africa,1909576,2019,Water; Sanitation and Hygiene; Shelter and Non-Food Items,"18,3","0,01"
United Nations High Commissioner for Refugees,Africa,Democratic Republic of the Congo,2019-04-17,Multiple Emergencies,Middle Africa,2606532,2019,Shelter and Non-Food Items; Protection; Multi-Purpose Cash,"18,3","0,01"
World Food Programme,Africa,Democratic Republic of the Congo,2019-04-17,Multiple Emergencies,Middle Africa,2745023,2019,Common Services,"18,3","0,01"
Food and Agriculture Organization,Africa,Djibouti,2019-04-16,Multiple Emergencies,Eastern Africa,800000,2019,Agriculture,"34,2","0,08"
United Nations High Commissioner for Refugees,Africa,Djibouti,2019-04-16,Multiple Emergencies,Eastern Africa,150000,2019,Protection,"34,2","0,08"
International Organization for Migration,Africa,Djibouti,2019-04-26,Multiple Emergencies,Eastern Africa,503158,2019,Water; Sanitation and Hygiene,"34,2","0,08"
United Nations Children’s Fund,Africa,Djibouti,2019-04-20,Multiple Emergencies,Eastern Africa,210000,2019,Health,"34,2","0,08"
United Nations Children’s Fund,Africa,Djibouti,2019-04-16,Multiple Emergencies,Eastern Africa,849999,2019,Water; Sanitation and Hygiene,"34,2","0,08"
World Food Programme,Africa,Djibouti,2019-04-23,Multiple Emergencies,Eastern Africa,750000,2019,Nutrition,"34,2","0,08"
World Health Organization,Africa,Djibouti,2019-04-23,Multiple Emergencies,Eastern Africa,130000,2019,Nutrition,"34,2","0,08"
World Health Organization,Africa,Djibouti,2019-04-20,Multiple Emergencies,Eastern Africa,259968,2019,Health,"34,2","0,08"
World Health Organization,Africa,Djibouti,2019-04-23,Multiple Emergencies,Eastern Africa,350000,2019,Health,"34,2","0,08"
Food and Agriculture Organization,Asia,occupied Palestinian territory,2019-04-05,Post-conflict Needs,Western Asia,1500000,2019,Agriculture,"17,5","-0,11"
World Food Programme,Asia,occupied Palestinian territory,2019-04-05,Post-conflict Needs,Western Asia,783409,2019,Food Assistance,"17,5","-0,11"
World Health Organization,Asia,occupied Palestinian territory,2019-04-05,Post-conflict Needs,Western Asia,1100000,2019,Health,"17,5","-0,11"
United Nations Relief and Works Agency,Asia,occupied Palestinian territory,2019-04-05,Human Rights,Western Asia,758000,2019,Health,"17,5","-0,11"
United Nations Children’s Fund,Asia,occupied Palestinian territory,2019-04-16,Post-conflict Needs,Western Asia,1664310,2019,Health; Protection; Education; Water; Sanitation and Hygiene,"17,5","-0,11"
United Nations Children’s Fund,Asia,occupied Palestinian territory,2019-04-20,Post-conflict Needs,Western Asia,1000000,2019,Health; Protection; Education; Water; Sanitation and Hygiene,"17,5","-0,11"
Food and Agriculture Organization,Africa,Niger,2019-04-23,Displacement,Western Africa,900001,2019,Agriculture,"66,1","-0,06"
International Organization for Migration,Africa,Niger,2019-04-20,Displacement,Western Africa,750007,2019,Shelter and Non-Food Items,"66,1","-0,06"
United Nations Population Fund,Africa,Niger,2019-04-23,Displacement,Western Africa,899977,2019,Health; Protection,"66,1","-0,06"
United Nations High Commissioner for Refugees,Africa,Niger,2019-04-30,Displacement,Western Africa,1200000,2019,Multi-Sector Refugee Assistance; Protection,"66,1","-0,06"
United Nations Children’s Fund,Africa,Niger,2019-05-06,Displacement,Western Africa,1138628,2019,Protection; Education,"66,1","-0,06"
United Nations Children’s Fund,Africa,Niger,2019-04-23,Displacement,Western Africa,599817,2019,Nutrition,"66,1","-0,06"
United Nations Children’s Fund,Africa,Niger,2019-04-20,Displacement,Western Africa,500008,2019,Water; Sanitation and Hygiene,"66,1","-0,06"
World Food Programme,Africa,Niger,2019-04-20,Displacement,Western Africa,1251346,2019,Food Assistance; Nutrition,"66,1","-0,06"
World Health Organization,Africa,Niger,2019-04-20,Displacement,Western Africa,750003,2019,Health,"66,1","-0,06"
Food and Agriculture Organization,Africa,Uganda,2019-04-30,Displacement,Eastern Africa,2000000,2019,Agriculture,"51,6","-0,09"
International Organization for Migration,Africa,Uganda,2019-05-07,Displacement,Eastern Africa,1000000,2019,Water; Sanitation and Hygiene,"51,6","-0,09"
United Nations Entity for Gender Equality and the Empowerment of Women,Africa,Uganda,2019-05-10,Displacement,Eastern Africa,550257,2019,Protection,"51,6","-0,09"
United Nations Development Programme,Africa,Uganda,2019-05-14,Displacement,Eastern Africa,1507667,2019,Multi-Sector Refugee Assistance,"51,6","-0,09"
United Nations Population Fund,Africa,Uganda,2019-04-30,Displacement,Eastern Africa,1094874,2019,Health; Protection,"51,6","-0,09"
United Nations High Commissioner for Refugees,Africa,Uganda,2019-05-16,Displacement,Eastern Africa,5105000,2019,Multi-Sector Refugee Assistance,"51,6","-0,09"
United Nations Children’s Fund,Africa,Uganda,2019-04-25,Displacement,Eastern Africa,2660000,2019,Multi-Sector Refugee Assistance,"51,6","-0,09"
World Food Programme,Africa,Uganda,2019-04-26,Displacement,Eastern Africa,3483802,2019,Food Assistance,"51,6","-0,09"
